sample_name,filename,filename2
HMDP190,HMDP190_R1_trimmed_paired_mouseDNAremoved.fastq.gz,HMDP190_R2_trimmed_paired_mouseDNAremoved.fastq.gz
HMDP191,HMDP191_R1_trimmed_paired_mouseDNAremoved.fastq.gz,HMDP191_R2_trimmed_paired_mouseDNAremoved.fastq.gz
HMDP192,HMDP192_R1_trimmed_paired_mouseDNAremoved.fastq.gz,HMDP192_R2_trimmed_paired_mouseDNAremoved.fastq.gz
HMDP193,HMDP193_R1_trimmed_paired_mouseDNAremoved.fastq.gz,HMDP193_R2_trimmed_paired_mouseDNAremoved.fastq.gz
HMDP194,HMDP194_R1_trimmed_paired_mouseDNAremoved.fastq.gz,HMDP194_R2_trimmed_paired_mouseDNAremoved.fastq.gz
HMDP195,HMDP195_R1_trimmed_paired_mouseDNAremoved.fastq.gz,HMDP195_R2_trimmed_paired_mouseDNAremoved.fastq.gz
HMDP196,HMDP196_R1_trimmed_paired_mouseDNAremoved.fastq.gz,HMDP196_R2_trimmed_paired_mouseDNAremoved.fastq.gz
HMDP197,HMDP197_R1_trimmed_paired_mouseDNAremoved.fastq.gz,HMDP197_R2_trimmed_paired_mouseDNAremoved.fastq.gz
HMDP198,HMDP198_R1_trimmed_paired_mouseDNAremoved.fastq.gz,HMDP198_R2_trimmed_paired_mouseDNAremoved.fastq.gz
HMDP199,HMDP199_R1_trimmed_paired_mouseDNAremoved.fastq.gz,HMDP199_R2_trimmed_paired_mouseDNAremoved.fastq.gz
HMDP200,HMDP200_R1_trimmed_paired_mouseDNAremoved.fastq.gz,HMDP200_R2_trimmed_paired_mouseDNAremoved.fastq.gz
HMDP201,HMDP201_R1_trimmed_paired_mouseDNAremoved.fastq.gz,HMDP201_R2_trimmed_paired_mouseDNAremoved.fastq.gz
HMDP202,HMDP202_R1_trimmed_paired_mouseDNAremoved.fastq.gz,HMDP202_R2_trimmed_paired_mouseDNAremoved.fastq.gz
HMDP203,HMDP203_R1_trimmed_paired_mouseDNAremoved.fastq.gz,HMDP203_R2_trimmed_paired_mouseDNAremoved.fastq.gz
HMDP204,HMDP204_R1_trimmed_paired_mouseDNAremoved.fastq.gz,HMDP204_R2_trimmed_paired_mouseDNAremoved.fastq.gz
HMDP205,HMDP205_R1_trimmed_paired_mouseDNAremoved.fastq.gz,HMDP205_R2_trimmed_paired_mouseDNAremoved.fastq.gz
HMDP206,HMDP206_R1_trimmed_paired_mouseDNAremoved.fastq.gz,HMDP206_R2_trimmed_paired_mouseDNAremoved.fastq.gz
HMDP207,HMDP207_R1_trimmed_paired_mouseDNAremoved.fastq.gz,HMDP207_R2_trimmed_paired_mouseDNAremoved.fastq.gz
HMDP208,HMDP208_R1_trimmed_paired_mouseDNAremoved.fastq.gz,HMDP208_R2_trimmed_paired_mouseDNAremoved.fastq.gz
HMDP209,HMDP209_R1_trimmed_paired_mouseDNAremoved.fastq.gz,HMDP209_R2_trimmed_paired_mouseDNAremoved.fastq.gz
HMDP210,HMDP210_R1_trimmed_paired_mouseDNAremoved.fastq.gz,HMDP210_R2_trimmed_paired_mouseDNAremoved.fastq.gz
HMDP211,HMDP211_R1_trimmed_paired_mouseDNAremoved.fastq.gz,HMDP211_R2_trimmed_paired_mouseDNAremoved.fastq.gz
HMDP212,HMDP212_R1_trimmed_paired_mouseDNAremoved.fastq.gz,HMDP212_R2_trimmed_paired_mouseDNAremoved.fastq.gz
HMDP213,HMDP213_R1_trimmed_paired_mouseDNAremoved.fastq.gz,HMDP213_R2_trimmed_paired_mouseDNAremoved.fastq.gz
HMDP214,HMDP214_R1_trimmed_paired_mouseDNAremoved.fastq.gz,HMDP214_R2_trimmed_paired_mouseDNAremoved.fastq.gz
HMDP215,HMDP215_R1_trimmed_paired_mouseDNAremoved.fastq.gz,HMDP215_R2_trimmed_paired_mouseDNAremoved.fastq.gz
HMDP216,HMDP216_R1_trimmed_paired_mouseDNAremoved.fastq.gz,HMDP216_R2_trimmed_paired_mouseDNAremoved.fastq.gz
HMDP217,HMDP217_R1_trimmed_paired_mouseDNAremoved.fastq.gz,HMDP217_R2_trimmed_paired_mouseDNAremoved.fastq.gz
HMDP218,HMDP218_R1_trimmed_paired_mouseDNAremoved.fastq.gz,HMDP218_R2_trimmed_paired_mouseDNAremoved.fastq.gz
HMDP219,HMDP219_R1_trimmed_paired_mouseDNAremoved.fastq.gz,HMDP219_R2_trimmed_paired_mouseDNAremoved.fastq.gz
HMDP220,HMDP220_R1_trimmed_paired_mouseDNAremoved.fastq.gz,HMDP220_R2_trimmed_paired_mouseDNAremoved.fastq.gz
HMDP221,HMDP221_R1_trimmed_paired_mouseDNAremoved.fastq.gz,HMDP221_R2_trimmed_paired_mouseDNAremoved.fastq.gz
HMDP222,HMDP222_R1_trimmed_paired_mouseDNAremoved.fastq.gz,HMDP222_R2_trimmed_paired_mouseDNAremoved.fastq.gz
HMDP223,HMDP223_R1_trimmed_paired_mouseDNAremoved.fastq.gz,HMDP223_R2_trimmed_paired_mouseDNAremoved.fastq.gz
HMDP224,HMDP224_R1_trimmed_paired_mouseDNAremoved.fastq.gz,HMDP224_R2_trimmed_paired_mouseDNAremoved.fastq.gz
HMDP225,HMDP225_R1_trimmed_paired_mouseDNAremoved.fastq.gz,HMDP225_R2_trimmed_paired_mouseDNAremoved.fastq.gz
HMDP226,HMDP226_R1_trimmed_paired_mouseDNAremoved.fastq.gz,HMDP226_R2_trimmed_paired_mouseDNAremoved.fastq.gz
HMDP227,HMDP227_R1_trimmed_paired_mouseDNAremoved.fastq.gz,HMDP227_R2_trimmed_paired_mouseDNAremoved.fastq.gz
HMDP228,HMDP228_R1_trimmed_paired_mouseDNAremoved.fastq.gz,HMDP228_R2_trimmed_paired_mouseDNAremoved.fastq.gz
HMDP229,HMDP229_R1_trimmed_paired_mouseDNAremoved.fastq.gz,HMDP229_R2_trimmed_paired_mouseDNAremoved.fastq.gz
HMDP230,HMDP230_R1_trimmed_paired_mouseDNAremoved.fastq.gz,HMDP230_R2_trimmed_paired_mouseDNAremoved.fastq.gz
HMDP231,HMDP231_R1_trimmed_paired_mouseDNAremoved.fastq.gz,HMDP231_R2_trimmed_paired_mouseDNAremoved.fastq.gz
HMDP232,HMDP232_R1_trimmed_paired_mouseDNAremoved.fastq.gz,HMDP232_R2_trimmed_paired_mouseDNAremoved.fastq.gz
HMDP233,HMDP233_R1_trimmed_paired_mouseDNAremoved.fastq.gz,HMDP233_R2_trimmed_paired_mouseDNAremoved.fastq.gz
HMDP234,HMDP234_R1_trimmed_paired_mouseDNAremoved.fastq.gz,HMDP234_R2_trimmed_paired_mouseDNAremoved.fastq.gz
HMDP235,HMDP235_R1_trimmed_paired_mouseDNAremoved.fastq.gz,HMDP235_R2_trimmed_paired_mouseDNAremoved.fastq.gz
HMDP236,HMDP236_R1_trimmed_paired_mouseDNAremoved.fastq.gz,HMDP236_R2_trimmed_paired_mouseDNAremoved.fastq.gz
HMDP237,HMDP237_R1_trimmed_paired_mouseDNAremoved.fastq.gz,HMDP237_R2_trimmed_paired_mouseDNAremoved.fastq.gz
HMDP238,HMDP238_R1_trimmed_paired_mouseDNAremoved.fastq.gz,HMDP238_R2_trimmed_paired_mouseDNAremoved.fastq.gz
HMDP239,HMDP239_R1_trimmed_paired_mouseDNAremoved.fastq.gz,HMDP239_R2_trimmed_paired_mouseDNAremoved.fastq.gz
HMDP240,HMDP240_R1_trimmed_paired_mouseDNAremoved.fastq.gz,HMDP240_R2_trimmed_paired_mouseDNAremoved.fastq.gz
HMDP241,HMDP241_R1_trimmed_paired_mouseDNAremoved.fastq.gz,HMDP241_R2_trimmed_paired_mouseDNAremoved.fastq.gz
HMDP242,HMDP242_R1_trimmed_paired_mouseDNAremoved.fastq.gz,HMDP242_R2_trimmed_paired_mouseDNAremoved.fastq.gz
HMDP243,HMDP243_R1_trimmed_paired_mouseDNAremoved.fastq.gz,HMDP243_R2_trimmed_paired_mouseDNAremoved.fastq.gz
HMDP244,HMDP244_R1_trimmed_paired_mouseDNAremoved.fastq.gz,HMDP244_R2_trimmed_paired_mouseDNAremoved.fastq.gz
HMDP245,HMDP245_R1_trimmed_paired_mouseDNAremoved.fastq.gz,HMDP245_R2_trimmed_paired_mouseDNAremoved.fastq.gz
HMDP246,HMDP246_R1_trimmed_paired_mouseDNAremoved.fastq.gz,HMDP246_R2_trimmed_paired_mouseDNAremoved.fastq.gz
HMDP247,HMDP247_R1_trimmed_paired_mouseDNAremoved.fastq.gz,HMDP247_R2_trimmed_paired_mouseDNAremoved.fastq.gz
HMDP248,HMDP248_R1_trimmed_paired_mouseDNAremoved.fastq.gz,HMDP248_R2_trimmed_paired_mouseDNAremoved.fastq.gz
HMDP249,HMDP249_R1_trimmed_paired_mouseDNAremoved.fastq.gz,HMDP249_R2_trimmed_paired_mouseDNAremoved.fastq.gz
HMDP250,HMDP250_R1_trimmed_paired_mouseDNAremoved.fastq.gz,HMDP250_R2_trimmed_paired_mouseDNAremoved.fastq.gz
HMDP251,HMDP251_R1_trimmed_paired_mouseDNAremoved.fastq.gz,HMDP251_R2_trimmed_paired_mouseDNAremoved.fastq.gz
HMDP252,HMDP252_R1_trimmed_paired_mouseDNAremoved.fastq.gz,HMDP252_R2_trimmed_paired_mouseDNAremoved.fastq.gz
HMDP253,HMDP253_R1_trimmed_paired_mouseDNAremoved.fastq.gz,HMDP253_R2_trimmed_paired_mouseDNAremoved.fastq.gz
HMDP254,HMDP254_R1_trimmed_paired_mouseDNAremoved.fastq.gz,HMDP254_R2_trimmed_paired_mouseDNAremoved.fastq.gz
HMDP255,HMDP255_R1_trimmed_paired_mouseDNAremoved.fastq.gz,HMDP255_R2_trimmed_paired_mouseDNAremoved.fastq.gz
HMDP256,HMDP256_R1_trimmed_paired_mouseDNAremoved.fastq.gz,HMDP256_R2_trimmed_paired_mouseDNAremoved.fastq.gz
HMDP257,HMDP257_R1_trimmed_paired_mouseDNAremoved.fastq.gz,HMDP257_R2_trimmed_paired_mouseDNAremoved.fastq.gz
HMDP258,HMDP258_R1_trimmed_paired_mouseDNAremoved.fastq.gz,HMDP258_R2_trimmed_paired_mouseDNAremoved.fastq.gz
HMDP259,HMDP259_R1_trimmed_paired_mouseDNAremoved.fastq.gz,HMDP259_R2_trimmed_paired_mouseDNAremoved.fastq.gz
HMDP260,HMDP260_R1_trimmed_paired_mouseDNAremoved.fastq.gz,HMDP260_R2_trimmed_paired_mouseDNAremoved.fastq.gz
HMDP261,HMDP261_R1_trimmed_paired_mouseDNAremoved.fastq.gz,HMDP261_R2_trimmed_paired_mouseDNAremoved.fastq.gz
HMDP262,HMDP262_R1_trimmed_paired_mouseDNAremoved.fastq.gz,HMDP262_R2_trimmed_paired_mouseDNAremoved.fastq.gz
HMDP263,HMDP263_R1_trimmed_paired_mouseDNAremoved.fastq.gz,HMDP263_R2_trimmed_paired_mouseDNAremoved.fastq.gz
HMDP264,HMDP264_R1_trimmed_paired_mouseDNAremoved.fastq.gz,HMDP264_R2_trimmed_paired_mouseDNAremoved.fastq.gz
HMDP265,HMDP265_R1_trimmed_paired_mouseDNAremoved.fastq.gz,HMDP265_R2_trimmed_paired_mouseDNAremoved.fastq.gz
HMDP266,HMDP266_R1_trimmed_paired_mouseDNAremoved.fastq.gz,HMDP266_R2_trimmed_paired_mouseDNAremoved.fastq.gz
HMDP267,HMDP267_R1_trimmed_paired_mouseDNAremoved.fastq.gz,HMDP267_R2_trimmed_paired_mouseDNAremoved.fastq.gz
HMDP268,HMDP268_R1_trimmed_paired_mouseDNAremoved.fastq.gz,HMDP268_R2_trimmed_paired_mouseDNAremoved.fastq.gz
HMDP269,HMDP269_R1_trimmed_paired_mouseDNAremoved.fastq.gz,HMDP269_R2_trimmed_paired_mouseDNAremoved.fastq.gz
HMDP270,HMDP270_R1_trimmed_paired_mouseDNAremoved.fastq.gz,HMDP270_R2_trimmed_paired_mouseDNAremoved.fastq.gz
HMDP271,HMDP271_R1_trimmed_paired_mouseDNAremoved.fastq.gz,HMDP271_R2_trimmed_paired_mouseDNAremoved.fastq.gz
HMDP272,HMDP272_R1_trimmed_paired_mouseDNAremoved.fastq.gz,HMDP272_R2_trimmed_paired_mouseDNAremoved.fastq.gz
HMDP273,HMDP273_R1_trimmed_paired_mouseDNAremoved.fastq.gz,HMDP273_R2_trimmed_paired_mouseDNAremoved.fastq.gz
HMDP274,HMDP274_R1_trimmed_paired_mouseDNAremoved.fastq.gz,HMDP274_R2_trimmed_paired_mouseDNAremoved.fastq.gz
HMDP275,HMDP275_R1_trimmed_paired_mouseDNAremoved.fastq.gz,HMDP275_R2_trimmed_paired_mouseDNAremoved.fastq.gz
HMDP276,HMDP276_R1_trimmed_paired_mouseDNAremoved.fastq.gz,HMDP276_R2_trimmed_paired_mouseDNAremoved.fastq.gz
HMDP277,HMDP277_R1_trimmed_paired_mouseDNAremoved.fastq.gz,HMDP277_R2_trimmed_paired_mouseDNAremoved.fastq.gz
HMDP278,HMDP278_R1_trimmed_paired_mouseDNAremoved.fastq.gz,HMDP278_R2_trimmed_paired_mouseDNAremoved.fastq.gz
HMDP279,HMDP279_R1_trimmed_paired_mouseDNAremoved.fastq.gz,HMDP279_R2_trimmed_paired_mouseDNAremoved.fastq.gz
HMDP280,HMDP280_R1_trimmed_paired_mouseDNAremoved.fastq.gz,HMDP280_R2_trimmed_paired_mouseDNAremoved.fastq.gz
HMDP281,HMDP281_R1_trimmed_paired_mouseDNAremoved.fastq.gz,HMDP281_R2_trimmed_paired_mouseDNAremoved.fastq.gz
HMDP282,HMDP282_R1_trimmed_paired_mouseDNAremoved.fastq.gz,HMDP282_R2_trimmed_paired_mouseDNAremoved.fastq.gz
HMDP283,HMDP283_R1_trimmed_paired_mouseDNAremoved.fastq.gz,HMDP283_R2_trimmed_paired_mouseDNAremoved.fastq.gz
HMDP284,HMDP284_R1_trimmed_paired_mouseDNAremoved.fastq.gz,HMDP284_R2_trimmed_paired_mouseDNAremoved.fastq.gz
HMDP285,HMDP285_R1_trimmed_paired_mouseDNAremoved.fastq.gz,HMDP285_R2_trimmed_paired_mouseDNAremoved.fastq.gz
HMDP286,HMDP286_R1_trimmed_paired_mouseDNAremoved.fastq.gz,HMDP286_R2_trimmed_paired_mouseDNAremoved.fastq.gz
HMDP287,HMDP287_R1_trimmed_paired_mouseDNAremoved.fastq.gz,HMDP287_R2_trimmed_paired_mouseDNAremoved.fastq.gz
HMDP288,HMDP288_R1_trimmed_paired_mouseDNAremoved.fastq.gz,HMDP288_R2_trimmed_paired_mouseDNAremoved.fastq.gz
HMDP289,HMDP289_R1_trimmed_paired_mouseDNAremoved.fastq.gz,HMDP289_R2_trimmed_paired_mouseDNAremoved.fastq.gz
HMDP290,HMDP290_R1_trimmed_paired_mouseDNAremoved.fastq.gz,HMDP290_R2_trimmed_paired_mouseDNAremoved.fastq.gz
HMDP291,HMDP291_R1_trimmed_paired_mouseDNAremoved.fastq.gz,HMDP291_R2_trimmed_paired_mouseDNAremoved.fastq.gz
HMDP292,HMDP292_R1_trimmed_paired_mouseDNAremoved.fastq.gz,HMDP292_R2_trimmed_paired_mouseDNAremoved.fastq.gz
HMDP293,HMDP293_R1_trimmed_paired_mouseDNAremoved.fastq.gz,HMDP293_R2_trimmed_paired_mouseDNAremoved.fastq.gz
HMDP294,HMDP294_R1_trimmed_paired_mouseDNAremoved.fastq.gz,HMDP294_R2_trimmed_paired_mouseDNAremoved.fastq.gz
HMDP295,HMDP295_R1_trimmed_paired_mouseDNAremoved.fastq.gz,HMDP295_R2_trimmed_paired_mouseDNAremoved.fastq.gz
HMDP296,HMDP296_R1_trimmed_paired_mouseDNAremoved.fastq.gz,HMDP296_R2_trimmed_paired_mouseDNAremoved.fastq.gz
HMDP297,HMDP297_R1_trimmed_paired_mouseDNAremoved.fastq.gz,HMDP297_R2_trimmed_paired_mouseDNAremoved.fastq.gz
HMDP298,HMDP298_R1_trimmed_paired_mouseDNAremoved.fastq.gz,HMDP298_R2_trimmed_paired_mouseDNAremoved.fastq.gz
AA-0151,AA-0151_R1_trimmed_paired_mouseDNAremoved.fastq.gz,AA-0151_R2_trimmed_paired_mouseDNAremoved.fastq.gz
AA-0217,AA-0217_R1_trimmed_paired_mouseDNAremoved.fastq.gz,AA-0217_R2_trimmed_paired_mouseDNAremoved.fastq.gz
AA-0218,AA-0218_R1_trimmed_paired_mouseDNAremoved.fastq.gz,AA-0218_R2_trimmed_paired_mouseDNAremoved.fastq.gz
AA-0219,AA-0219_R1_trimmed_paired_mouseDNAremoved.fastq.gz,AA-0219_R2_trimmed_paired_mouseDNAremoved.fastq.gz
AA-0292,AA-0292_R1_trimmed_paired_mouseDNAremoved.fastq.gz,AA-0292_R2_trimmed_paired_mouseDNAremoved.fastq.gz
AA-0296,AA-0296_R1_trimmed_paired_mouseDNAremoved.fastq.gz,AA-0296_R2_trimmed_paired_mouseDNAremoved.fastq.gz
AA-0348,AA-0348_R1_trimmed_paired_mouseDNAremoved.fastq.gz,AA-0348_R2_trimmed_paired_mouseDNAremoved.fastq.gz
AA-0361,AA-0361_R1_trimmed_paired_mouseDNAremoved.fastq.gz,AA-0361_R2_trimmed_paired_mouseDNAremoved.fastq.gz
AA-0367,AA-0367_R1_trimmed_paired_mouseDNAremoved.fastq.gz,AA-0367_R2_trimmed_paired_mouseDNAremoved.fastq.gz
AA-0381,AA-0381_R1_trimmed_paired_mouseDNAremoved.fastq.gz,AA-0381_R2_trimmed_paired_mouseDNAremoved.fastq.gz
AA-0415,AA-0415_R1_trimmed_paired_mouseDNAremoved.fastq.gz,AA-0415_R2_trimmed_paired_mouseDNAremoved.fastq.gz
AA-0435,AA-0435_R1_trimmed_paired_mouseDNAremoved.fastq.gz,AA-0435_R2_trimmed_paired_mouseDNAremoved.fastq.gz
AA-0512,AA-0512_R1_trimmed_paired_mouseDNAremoved.fastq.gz,AA-0512_R2_trimmed_paired_mouseDNAremoved.fastq.gz
AA-0538,AA-0538_R1_trimmed_paired_mouseDNAremoved.fastq.gz,AA-0538_R2_trimmed_paired_mouseDNAremoved.fastq.gz
AA-0583,AA-0583_R1_trimmed_paired_mouseDNAremoved.fastq.gz,AA-0583_R2_trimmed_paired_mouseDNAremoved.fastq.gz
AA-0610,AA-0610_R1_trimmed_paired_mouseDNAremoved.fastq.gz,AA-0610_R2_trimmed_paired_mouseDNAremoved.fastq.gz
AA-0615,AA-0615_R1_trimmed_paired_mouseDNAremoved.fastq.gz,AA-0615_R2_trimmed_paired_mouseDNAremoved.fastq.gz
AA-0634,AA-0634_R1_trimmed_paired_mouseDNAremoved.fastq.gz,AA-0634_R2_trimmed_paired_mouseDNAremoved.fastq.gz
AA-0640,AA-0640_R1_trimmed_paired_mouseDNAremoved.fastq.gz,AA-0640_R2_trimmed_paired_mouseDNAremoved.fastq.gz
AA-0680,AA-0680_R1_trimmed_paired_mouseDNAremoved.fastq.gz,AA-0680_R2_trimmed_paired_mouseDNAremoved.fastq.gz
AA-0681,AA-0681_R1_trimmed_paired_mouseDNAremoved.fastq.gz,AA-0681_R2_trimmed_paired_mouseDNAremoved.fastq.gz
AA-0690,AA-0690_R1_trimmed_paired_mouseDNAremoved.fastq.gz,AA-0690_R2_trimmed_paired_mouseDNAremoved.fastq.gz
AA-0724,AA-0724_R1_trimmed_paired_mouseDNAremoved.fastq.gz,AA-0724_R2_trimmed_paired_mouseDNAremoved.fastq.gz
AA-0744,AA-0744_R1_trimmed_paired_mouseDNAremoved.fastq.gz,AA-0744_R2_trimmed_paired_mouseDNAremoved.fastq.gz
AA-0753,AA-0753_R1_trimmed_paired_mouseDNAremoved.fastq.gz,AA-0753_R2_trimmed_paired_mouseDNAremoved.fastq.gz
AA-0755,AA-0755_R1_trimmed_paired_mouseDNAremoved.fastq.gz,AA-0755_R2_trimmed_paired_mouseDNAremoved.fastq.gz
AA-0780,AA-0780_R1_trimmed_paired_mouseDNAremoved.fastq.gz,AA-0780_R2_trimmed_paired_mouseDNAremoved.fastq.gz
AA-0822,AA-0822_R1_trimmed_paired_mouseDNAremoved.fastq.gz,AA-0822_R2_trimmed_paired_mouseDNAremoved.fastq.gz
AA-0826,AA-0826_R1_trimmed_paired_mouseDNAremoved.fastq.gz,AA-0826_R2_trimmed_paired_mouseDNAremoved.fastq.gz
AA-0837,AA-0837_R1_trimmed_paired_mouseDNAremoved.fastq.gz,AA-0837_R2_trimmed_paired_mouseDNAremoved.fastq.gz
AA-0838,AA-0838_R1_trimmed_paired_mouseDNAremoved.fastq.gz,AA-0838_R2_trimmed_paired_mouseDNAremoved.fastq.gz
AA-0893,AA-0893_R1_trimmed_paired_mouseDNAremoved.fastq.gz,AA-0893_R2_trimmed_paired_mouseDNAremoved.fastq.gz
AA-0909,AA-0909_R1_trimmed_paired_mouseDNAremoved.fastq.gz,AA-0909_R2_trimmed_paired_mouseDNAremoved.fastq.gz
AA-0915,AA-0915_R1_trimmed_paired_mouseDNAremoved.fastq.gz,AA-0915_R2_trimmed_paired_mouseDNAremoved.fastq.gz
AA-0919,AA-0919_R1_trimmed_paired_mouseDNAremoved.fastq.gz,AA-0919_R2_trimmed_paired_mouseDNAremoved.fastq.gz
AA-0920,AA-0920_R1_trimmed_paired_mouseDNAremoved.fastq.gz,AA-0920_R2_trimmed_paired_mouseDNAremoved.fastq.gz
AA-0952,AA-0952_R1_trimmed_paired_mouseDNAremoved.fastq.gz,AA-0952_R2_trimmed_paired_mouseDNAremoved.fastq.gz
AA-0954,AA-0954_R1_trimmed_paired_mouseDNAremoved.fastq.gz,AA-0954_R2_trimmed_paired_mouseDNAremoved.fastq.gz
AA-0983,AA-0983_R1_trimmed_paired_mouseDNAremoved.fastq.gz,AA-0983_R2_trimmed_paired_mouseDNAremoved.fastq.gz
AA-0989,AA-0989_R1_trimmed_paired_mouseDNAremoved.fastq.gz,AA-0989_R2_trimmed_paired_mouseDNAremoved.fastq.gz
AA-0990,AA-0990_R1_trimmed_paired_mouseDNAremoved.fastq.gz,AA-0990_R2_trimmed_paired_mouseDNAremoved.fastq.gz
AA-1051,AA-1051_R1_trimmed_paired_mouseDNAremoved.fastq.gz,AA-1051_R2_trimmed_paired_mouseDNAremoved.fastq.gz
AA-1052,AA-1052_R1_trimmed_paired_mouseDNAremoved.fastq.gz,AA-1052_R2_trimmed_paired_mouseDNAremoved.fastq.gz
AA-1105,AA-1105_R1_trimmed_paired_mouseDNAremoved.fastq.gz,AA-1105_R2_trimmed_paired_mouseDNAremoved.fastq.gz
AA-1106,AA-1106_R1_trimmed_paired_mouseDNAremoved.fastq.gz,AA-1106_R2_trimmed_paired_mouseDNAremoved.fastq.gz
AA-1297,AA-1297_R1_trimmed_paired_mouseDNAremoved.fastq.gz,AA-1297_R2_trimmed_paired_mouseDNAremoved.fastq.gz
AA-1299,AA-1299_R1_trimmed_paired_mouseDNAremoved.fastq.gz,AA-1299_R2_trimmed_paired_mouseDNAremoved.fastq.gz
AA-1310,AA-1310_R1_trimmed_paired_mouseDNAremoved.fastq.gz,AA-1310_R2_trimmed_paired_mouseDNAremoved.fastq.gz
AA-1325,AA-1325_R1_trimmed_paired_mouseDNAremoved.fastq.gz,AA-1325_R2_trimmed_paired_mouseDNAremoved.fastq.gz
AA-1406,AA-1406_R1_trimmed_paired_mouseDNAremoved.fastq.gz,AA-1406_R2_trimmed_paired_mouseDNAremoved.fastq.gz
AA-1407,AA-1407_R1_trimmed_paired_mouseDNAremoved.fastq.gz,AA-1407_R2_trimmed_paired_mouseDNAremoved.fastq.gz
AA-1499,AA-1499_R1_trimmed_paired_mouseDNAremoved.fastq.gz,AA-1499_R2_trimmed_paired_mouseDNAremoved.fastq.gz
AA-1604,AA-1604_R1_trimmed_paired_mouseDNAremoved.fastq.gz,AA-1604_R2_trimmed_paired_mouseDNAremoved.fastq.gz
AA-1612,AA-1612_R1_trimmed_paired_mouseDNAremoved.fastq.gz,AA-1612_R2_trimmed_paired_mouseDNAremoved.fastq.gz
AA-1613,AA-1613_R1_trimmed_paired_mouseDNAremoved.fastq.gz,AA-1613_R2_trimmed_paired_mouseDNAremoved.fastq.gz
AA-1630,AA-1630_R1_trimmed_paired_mouseDNAremoved.fastq.gz,AA-1630_R2_trimmed_paired_mouseDNAremoved.fastq.gz
AA-1631,AA-1631_R1_trimmed_paired_mouseDNAremoved.fastq.gz,AA-1631_R2_trimmed_paired_mouseDNAremoved.fastq.gz
AA-1679,AA-1679_R1_trimmed_paired_mouseDNAremoved.fastq.gz,AA-1679_R2_trimmed_paired_mouseDNAremoved.fastq.gz
