sample_name,SRA_name,filename,filename2
HMDP176,Mouse176,HMDP176_R1_trimmed_paired_mouseDNAremoved.fastq.gz,HMDP176_R2_trimmed_paired_mouseDNAremoved.fastq.gz
HMDP177,Mouse177,HMDP177_R1_trimmed_paired_mouseDNAremoved.fastq.gz,HMDP177_R2_trimmed_paired_mouseDNAremoved.fastq.gz
HMDP178,Mouse178,HMDP178_R1_trimmed_paired_mouseDNAremoved.fastq.gz,HMDP178_R2_trimmed_paired_mouseDNAremoved.fastq.gz
HMDP179,Mouse179,HMDP179_R1_trimmed_paired_mouseDNAremoved.fastq.gz,HMDP179_R2_trimmed_paired_mouseDNAremoved.fastq.gz
HMDP180,Mouse180,HMDP180_R1_trimmed_paired_mouseDNAremoved.fastq.gz,HMDP180_R2_trimmed_paired_mouseDNAremoved.fastq.gz
HMDP181,Mouse181,HMDP181_R1_trimmed_paired_mouseDNAremoved.fastq.gz,HMDP181_R2_trimmed_paired_mouseDNAremoved.fastq.gz
HMDP182,Mouse182,HMDP182_R1_trimmed_paired_mouseDNAremoved.fastq.gz,HMDP182_R2_trimmed_paired_mouseDNAremoved.fastq.gz
HMDP183,Mouse183,HMDP183_R1_trimmed_paired_mouseDNAremoved.fastq.gz,HMDP183_R2_trimmed_paired_mouseDNAremoved.fastq.gz
HMDP184,Mouse184,HMDP184_R1_trimmed_paired_mouseDNAremoved.fastq.gz,HMDP184_R2_trimmed_paired_mouseDNAremoved.fastq.gz
HMDP185,Mouse185,HMDP185_R1_trimmed_paired_mouseDNAremoved.fastq.gz,HMDP185_R2_trimmed_paired_mouseDNAremoved.fastq.gz
HMDP186,Mouse186,HMDP186_R1_trimmed_paired_mouseDNAremoved.fastq.gz,HMDP186_R2_trimmed_paired_mouseDNAremoved.fastq.gz
HMDP187,Mouse187,HMDP187_R1_trimmed_paired_mouseDNAremoved.fastq.gz,HMDP187_R2_trimmed_paired_mouseDNAremoved.fastq.gz
HMDP188,Mouse188,HMDP188_R1_trimmed_paired_mouseDNAremoved.fastq.gz,HMDP188_R2_trimmed_paired_mouseDNAremoved.fastq.gz
HMDP189,Mouse189,HMDP189_R1_trimmed_paired_mouseDNAremoved.fastq.gz,HMDP189_R2_trimmed_paired_mouseDNAremoved.fastq.gz
HMDP190,Mouse190,HMDP190_R1_trimmed_paired_mouseDNAremoved.fastq.gz,HMDP190_R2_trimmed_paired_mouseDNAremoved.fastq.gz
HMDP191,Mouse191,HMDP191_R1_trimmed_paired_mouseDNAremoved.fastq.gz,HMDP191_R2_trimmed_paired_mouseDNAremoved.fastq.gz
HMDP192,Mouse192,HMDP192_R1_trimmed_paired_mouseDNAremoved.fastq.gz,HMDP192_R2_trimmed_paired_mouseDNAremoved.fastq.gz
HMDP193,Mouse193,HMDP193_R1_trimmed_paired_mouseDNAremoved.fastq.gz,HMDP193_R2_trimmed_paired_mouseDNAremoved.fastq.gz
HMDP194,Mouse194,HMDP194_R1_trimmed_paired_mouseDNAremoved.fastq.gz,HMDP194_R2_trimmed_paired_mouseDNAremoved.fastq.gz
HMDP195,Mouse195,HMDP195_R1_trimmed_paired_mouseDNAremoved.fastq.gz,HMDP195_R2_trimmed_paired_mouseDNAremoved.fastq.gz
HMDP196,Mouse196,HMDP196_R1_trimmed_paired_mouseDNAremoved.fastq.gz,HMDP196_R2_trimmed_paired_mouseDNAremoved.fastq.gz
HMDP197,Mouse197,HMDP197_R1_trimmed_paired_mouseDNAremoved.fastq.gz,HMDP197_R2_trimmed_paired_mouseDNAremoved.fastq.gz
HMDP198,Mouse198,HMDP198_R1_trimmed_paired_mouseDNAremoved.fastq.gz,HMDP198_R2_trimmed_paired_mouseDNAremoved.fastq.gz
HMDP199,Mouse199,HMDP199_R1_trimmed_paired_mouseDNAremoved.fastq.gz,HMDP199_R2_trimmed_paired_mouseDNAremoved.fastq.gz
HMDP200,Mouse200,HMDP200_R1_trimmed_paired_mouseDNAremoved.fastq.gz,HMDP200_R2_trimmed_paired_mouseDNAremoved.fastq.gz
HMDP201,Mouse201,HMDP201_R1_trimmed_paired_mouseDNAremoved.fastq.gz,HMDP201_R2_trimmed_paired_mouseDNAremoved.fastq.gz
HMDP202,Mouse202,HMDP202_R1_trimmed_paired_mouseDNAremoved.fastq.gz,HMDP202_R2_trimmed_paired_mouseDNAremoved.fastq.gz
HMDP203,Mouse203,HMDP203_R1_trimmed_paired_mouseDNAremoved.fastq.gz,HMDP203_R2_trimmed_paired_mouseDNAremoved.fastq.gz
HMDP204,Mouse204,HMDP204_R1_trimmed_paired_mouseDNAremoved.fastq.gz,HMDP204_R2_trimmed_paired_mouseDNAremoved.fastq.gz
HMDP205,Mouse205,HMDP205_R1_trimmed_paired_mouseDNAremoved.fastq.gz,HMDP205_R2_trimmed_paired_mouseDNAremoved.fastq.gz
HMDP206,Mouse206,HMDP206_R1_trimmed_paired_mouseDNAremoved.fastq.gz,HMDP206_R2_trimmed_paired_mouseDNAremoved.fastq.gz
HMDP207,Mouse207,HMDP207_R1_trimmed_paired_mouseDNAremoved.fastq.gz,HMDP207_R2_trimmed_paired_mouseDNAremoved.fastq.gz
HMDP208,Mouse208,HMDP208_R1_trimmed_paired_mouseDNAremoved.fastq.gz,HMDP208_R2_trimmed_paired_mouseDNAremoved.fastq.gz
HMDP209,Mouse209,HMDP209_R1_trimmed_paired_mouseDNAremoved.fastq.gz,HMDP209_R2_trimmed_paired_mouseDNAremoved.fastq.gz
HMDP210,Mouse210,HMDP210_R1_trimmed_paired_mouseDNAremoved.fastq.gz,HMDP210_R2_trimmed_paired_mouseDNAremoved.fastq.gz
HMDP211,Mouse211,HMDP211_R1_trimmed_paired_mouseDNAremoved.fastq.gz,HMDP211_R2_trimmed_paired_mouseDNAremoved.fastq.gz
HMDP212,Mouse212,HMDP212_R1_trimmed_paired_mouseDNAremoved.fastq.gz,HMDP212_R2_trimmed_paired_mouseDNAremoved.fastq.gz
HMDP213,Mouse213,HMDP213_R1_trimmed_paired_mouseDNAremoved.fastq.gz,HMDP213_R2_trimmed_paired_mouseDNAremoved.fastq.gz
HMDP214,Mouse214,HMDP214_R1_trimmed_paired_mouseDNAremoved.fastq.gz,HMDP214_R2_trimmed_paired_mouseDNAremoved.fastq.gz
HMDP215,Mouse215,HMDP215_R1_trimmed_paired_mouseDNAremoved.fastq.gz,HMDP215_R2_trimmed_paired_mouseDNAremoved.fastq.gz
HMDP216,Mouse216,HMDP216_R1_trimmed_paired_mouseDNAremoved.fastq.gz,HMDP216_R2_trimmed_paired_mouseDNAremoved.fastq.gz
HMDP217,Mouse217,HMDP217_R1_trimmed_paired_mouseDNAremoved.fastq.gz,HMDP217_R2_trimmed_paired_mouseDNAremoved.fastq.gz
HMDP218,Mouse218,HMDP218_R1_trimmed_paired_mouseDNAremoved.fastq.gz,HMDP218_R2_trimmed_paired_mouseDNAremoved.fastq.gz
HMDP219,Mouse219,HMDP219_R1_trimmed_paired_mouseDNAremoved.fastq.gz,HMDP219_R2_trimmed_paired_mouseDNAremoved.fastq.gz
HMDP220,Mouse220,HMDP220_R1_trimmed_paired_mouseDNAremoved.fastq.gz,HMDP220_R2_trimmed_paired_mouseDNAremoved.fastq.gz
HMDP221,Mouse221,HMDP221_R1_trimmed_paired_mouseDNAremoved.fastq.gz,HMDP221_R2_trimmed_paired_mouseDNAremoved.fastq.gz
HMDP222,Mouse222,HMDP222_R1_trimmed_paired_mouseDNAremoved.fastq.gz,HMDP222_R2_trimmed_paired_mouseDNAremoved.fastq.gz
HMDP223,Mouse223,HMDP223_R1_trimmed_paired_mouseDNAremoved.fastq.gz,HMDP223_R2_trimmed_paired_mouseDNAremoved.fastq.gz
HMDP224,Mouse224,HMDP224_R1_trimmed_paired_mouseDNAremoved.fastq.gz,HMDP224_R2_trimmed_paired_mouseDNAremoved.fastq.gz
HMDP225,Mouse225,HMDP225_R1_trimmed_paired_mouseDNAremoved.fastq.gz,HMDP225_R2_trimmed_paired_mouseDNAremoved.fastq.gz
HMDP226,Mouse226,HMDP226_R1_trimmed_paired_mouseDNAremoved.fastq.gz,HMDP226_R2_trimmed_paired_mouseDNAremoved.fastq.gz
HMDP227,Mouse227,HMDP227_R1_trimmed_paired_mouseDNAremoved.fastq.gz,HMDP227_R2_trimmed_paired_mouseDNAremoved.fastq.gz
HMDP228,Mouse228,HMDP228_R1_trimmed_paired_mouseDNAremoved.fastq.gz,HMDP228_R2_trimmed_paired_mouseDNAremoved.fastq.gz
HMDP229,Mouse229,HMDP229_R1_trimmed_paired_mouseDNAremoved.fastq.gz,HMDP229_R2_trimmed_paired_mouseDNAremoved.fastq.gz
HMDP230,Mouse230,HMDP230_R1_trimmed_paired_mouseDNAremoved.fastq.gz,HMDP230_R2_trimmed_paired_mouseDNAremoved.fastq.gz
HMDP231,Mouse231,HMDP231_R1_trimmed_paired_mouseDNAremoved.fastq.gz,HMDP231_R2_trimmed_paired_mouseDNAremoved.fastq.gz
HMDP232,Mouse232,HMDP232_R1_trimmed_paired_mouseDNAremoved.fastq.gz,HMDP232_R2_trimmed_paired_mouseDNAremoved.fastq.gz
HMDP233,Mouse233,HMDP233_R1_trimmed_paired_mouseDNAremoved.fastq.gz,HMDP233_R2_trimmed_paired_mouseDNAremoved.fastq.gz
HMDP234,Mouse234,HMDP234_R1_trimmed_paired_mouseDNAremoved.fastq.gz,HMDP234_R2_trimmed_paired_mouseDNAremoved.fastq.gz
HMDP235,Mouse235,HMDP235_R1_trimmed_paired_mouseDNAremoved.fastq.gz,HMDP235_R2_trimmed_paired_mouseDNAremoved.fastq.gz
HMDP236,Mouse236,HMDP236_R1_trimmed_paired_mouseDNAremoved.fastq.gz,HMDP236_R2_trimmed_paired_mouseDNAremoved.fastq.gz
HMDP237,Mouse237,HMDP237_R1_trimmed_paired_mouseDNAremoved.fastq.gz,HMDP237_R2_trimmed_paired_mouseDNAremoved.fastq.gz
HMDP238,Mouse238,HMDP238_R1_trimmed_paired_mouseDNAremoved.fastq.gz,HMDP238_R2_trimmed_paired_mouseDNAremoved.fastq.gz
HMDP239,Mouse239,HMDP239_R1_trimmed_paired_mouseDNAremoved.fastq.gz,HMDP239_R2_trimmed_paired_mouseDNAremoved.fastq.gz
HMDP240,Mouse240,HMDP240_R1_trimmed_paired_mouseDNAremoved.fastq.gz,HMDP240_R2_trimmed_paired_mouseDNAremoved.fastq.gz
HMDP241,Mouse241,HMDP241_R1_trimmed_paired_mouseDNAremoved.fastq.gz,HMDP241_R2_trimmed_paired_mouseDNAremoved.fastq.gz
HMDP242,Mouse242,HMDP242_R1_trimmed_paired_mouseDNAremoved.fastq.gz,HMDP242_R2_trimmed_paired_mouseDNAremoved.fastq.gz
HMDP243,Mouse243,HMDP243_R1_trimmed_paired_mouseDNAremoved.fastq.gz,HMDP243_R2_trimmed_paired_mouseDNAremoved.fastq.gz
HMDP244,Mouse244,HMDP244_R1_trimmed_paired_mouseDNAremoved.fastq.gz,HMDP244_R2_trimmed_paired_mouseDNAremoved.fastq.gz
HMDP245,Mouse245,HMDP245_R1_trimmed_paired_mouseDNAremoved.fastq.gz,HMDP245_R2_trimmed_paired_mouseDNAremoved.fastq.gz
HMDP246,Mouse246,HMDP246_R1_trimmed_paired_mouseDNAremoved.fastq.gz,HMDP246_R2_trimmed_paired_mouseDNAremoved.fastq.gz
HMDP247,Mouse247,HMDP247_R1_trimmed_paired_mouseDNAremoved.fastq.gz,HMDP247_R2_trimmed_paired_mouseDNAremoved.fastq.gz
HMDP248,Mouse248,HMDP248_R1_trimmed_paired_mouseDNAremoved.fastq.gz,HMDP248_R2_trimmed_paired_mouseDNAremoved.fastq.gz
HMDP249,Mouse249,HMDP249_R1_trimmed_paired_mouseDNAremoved.fastq.gz,HMDP249_R2_trimmed_paired_mouseDNAremoved.fastq.gz
HMDP250,Mouse250,HMDP250_R1_trimmed_paired_mouseDNAremoved.fastq.gz,HMDP250_R2_trimmed_paired_mouseDNAremoved.fastq.gz
HMDP251,Mouse251,HMDP251_R1_trimmed_paired_mouseDNAremoved.fastq.gz,HMDP251_R2_trimmed_paired_mouseDNAremoved.fastq.gz
HMDP252,Mouse252,HMDP252_R1_trimmed_paired_mouseDNAremoved.fastq.gz,HMDP252_R2_trimmed_paired_mouseDNAremoved.fastq.gz
HMDP253,Mouse253,HMDP253_R1_trimmed_paired_mouseDNAremoved.fastq.gz,HMDP253_R2_trimmed_paired_mouseDNAremoved.fastq.gz
HMDP254,Mouse254,HMDP254_R1_trimmed_paired_mouseDNAremoved.fastq.gz,HMDP254_R2_trimmed_paired_mouseDNAremoved.fastq.gz
HMDP255,Mouse255,HMDP255_R1_trimmed_paired_mouseDNAremoved.fastq.gz,HMDP255_R2_trimmed_paired_mouseDNAremoved.fastq.gz
HMDP256,Mouse256,HMDP256_R1_trimmed_paired_mouseDNAremoved.fastq.gz,HMDP256_R2_trimmed_paired_mouseDNAremoved.fastq.gz
HMDP257,Mouse257,HMDP257_R1_trimmed_paired_mouseDNAremoved.fastq.gz,HMDP257_R2_trimmed_paired_mouseDNAremoved.fastq.gz
HMDP258,Mouse258,HMDP258_R1_trimmed_paired_mouseDNAremoved.fastq.gz,HMDP258_R2_trimmed_paired_mouseDNAremoved.fastq.gz
HMDP259,Mouse259,HMDP259_R1_trimmed_paired_mouseDNAremoved.fastq.gz,HMDP259_R2_trimmed_paired_mouseDNAremoved.fastq.gz
HMDP260,Mouse260,HMDP260_R1_trimmed_paired_mouseDNAremoved.fastq.gz,HMDP260_R2_trimmed_paired_mouseDNAremoved.fastq.gz
HMDP261,Mouse261,HMDP261_R1_trimmed_paired_mouseDNAremoved.fastq.gz,HMDP261_R2_trimmed_paired_mouseDNAremoved.fastq.gz
HMDP262,Mouse262,HMDP262_R1_trimmed_paired_mouseDNAremoved.fastq.gz,HMDP262_R2_trimmed_paired_mouseDNAremoved.fastq.gz
HMDP263,Mouse263,HMDP263_R1_trimmed_paired_mouseDNAremoved.fastq.gz,HMDP263_R2_trimmed_paired_mouseDNAremoved.fastq.gz
HMDP264,Mouse264,HMDP264_R1_trimmed_paired_mouseDNAremoved.fastq.gz,HMDP264_R2_trimmed_paired_mouseDNAremoved.fastq.gz
HMDP265,Mouse265,HMDP265_R1_trimmed_paired_mouseDNAremoved.fastq.gz,HMDP265_R2_trimmed_paired_mouseDNAremoved.fastq.gz
HMDP266,Mouse266,HMDP266_R1_trimmed_paired_mouseDNAremoved.fastq.gz,HMDP266_R2_trimmed_paired_mouseDNAremoved.fastq.gz
HMDP267,Mouse267,HMDP267_R1_trimmed_paired_mouseDNAremoved.fastq.gz,HMDP267_R2_trimmed_paired_mouseDNAremoved.fastq.gz
HMDP268,Mouse268,HMDP268_R1_trimmed_paired_mouseDNAremoved.fastq.gz,HMDP268_R2_trimmed_paired_mouseDNAremoved.fastq.gz
HMDP269,Mouse269,HMDP269_R1_trimmed_paired_mouseDNAremoved.fastq.gz,HMDP269_R2_trimmed_paired_mouseDNAremoved.fastq.gz
HMDP270,Mouse270,HMDP270_R1_trimmed_paired_mouseDNAremoved.fastq.gz,HMDP270_R2_trimmed_paired_mouseDNAremoved.fastq.gz
HMDP271,Mouse271,HMDP271_R1_trimmed_paired_mouseDNAremoved.fastq.gz,HMDP271_R2_trimmed_paired_mouseDNAremoved.fastq.gz
HMDP272,Mouse272,HMDP272_R1_trimmed_paired_mouseDNAremoved.fastq.gz,HMDP272_R2_trimmed_paired_mouseDNAremoved.fastq.gz
HMDP273,Mouse273,HMDP273_R1_trimmed_paired_mouseDNAremoved.fastq.gz,HMDP273_R2_trimmed_paired_mouseDNAremoved.fastq.gz
HMDP274,Mouse274,HMDP274_R1_trimmed_paired_mouseDNAremoved.fastq.gz,HMDP274_R2_trimmed_paired_mouseDNAremoved.fastq.gz
HMDP275,Mouse275,HMDP275_R1_trimmed_paired_mouseDNAremoved.fastq.gz,HMDP275_R2_trimmed_paired_mouseDNAremoved.fastq.gz
HMDP276,Mouse276,HMDP276_R1_trimmed_paired_mouseDNAremoved.fastq.gz,HMDP276_R2_trimmed_paired_mouseDNAremoved.fastq.gz
HMDP277,Mouse277,HMDP277_R1_trimmed_paired_mouseDNAremoved.fastq.gz,HMDP277_R2_trimmed_paired_mouseDNAremoved.fastq.gz
HMDP278,Mouse278,HMDP278_R1_trimmed_paired_mouseDNAremoved.fastq.gz,HMDP278_R2_trimmed_paired_mouseDNAremoved.fastq.gz
HMDP279,Mouse279,HMDP279_R1_trimmed_paired_mouseDNAremoved.fastq.gz,HMDP279_R2_trimmed_paired_mouseDNAremoved.fastq.gz
HMDP280,Mouse280,HMDP280_R1_trimmed_paired_mouseDNAremoved.fastq.gz,HMDP280_R2_trimmed_paired_mouseDNAremoved.fastq.gz
HMDP281,Mouse281,HMDP281_R1_trimmed_paired_mouseDNAremoved.fastq.gz,HMDP281_R2_trimmed_paired_mouseDNAremoved.fastq.gz
HMDP282,Mouse282,HMDP282_R1_trimmed_paired_mouseDNAremoved.fastq.gz,HMDP282_R2_trimmed_paired_mouseDNAremoved.fastq.gz
HMDP283,Mouse283,HMDP283_R1_trimmed_paired_mouseDNAremoved.fastq.gz,HMDP283_R2_trimmed_paired_mouseDNAremoved.fastq.gz
HMDP284,Mouse284,HMDP284_R1_trimmed_paired_mouseDNAremoved.fastq.gz,HMDP284_R2_trimmed_paired_mouseDNAremoved.fastq.gz
HMDP285,Mouse285,HMDP285_R1_trimmed_paired_mouseDNAremoved.fastq.gz,HMDP285_R2_trimmed_paired_mouseDNAremoved.fastq.gz
HMDP286,Mouse286,HMDP286_R1_trimmed_paired_mouseDNAremoved.fastq.gz,HMDP286_R2_trimmed_paired_mouseDNAremoved.fastq.gz
HMDP287,Mouse287,HMDP287_R1_trimmed_paired_mouseDNAremoved.fastq.gz,HMDP287_R2_trimmed_paired_mouseDNAremoved.fastq.gz
HMDP288,Mouse288,HMDP288_R1_trimmed_paired_mouseDNAremoved.fastq.gz,HMDP288_R2_trimmed_paired_mouseDNAremoved.fastq.gz
HMDP289,Mouse289,HMDP289_R1_trimmed_paired_mouseDNAremoved.fastq.gz,HMDP289_R2_trimmed_paired_mouseDNAremoved.fastq.gz
HMDP290,Mouse290,HMDP290_R1_trimmed_paired_mouseDNAremoved.fastq.gz,HMDP290_R2_trimmed_paired_mouseDNAremoved.fastq.gz
HMDP291,Mouse291,HMDP291_R1_trimmed_paired_mouseDNAremoved.fastq.gz,HMDP291_R2_trimmed_paired_mouseDNAremoved.fastq.gz
HMDP292,Mouse292,HMDP292_R1_trimmed_paired_mouseDNAremoved.fastq.gz,HMDP292_R2_trimmed_paired_mouseDNAremoved.fastq.gz
HMDP293,Mouse293,HMDP293_R1_trimmed_paired_mouseDNAremoved.fastq.gz,HMDP293_R2_trimmed_paired_mouseDNAremoved.fastq.gz
HMDP294,Mouse294,HMDP294_R1_trimmed_paired_mouseDNAremoved.fastq.gz,HMDP294_R2_trimmed_paired_mouseDNAremoved.fastq.gz
HMDP295,Mouse295,HMDP295_R1_trimmed_paired_mouseDNAremoved.fastq.gz,HMDP295_R2_trimmed_paired_mouseDNAremoved.fastq.gz
HMDP296,Mouse296,HMDP296_R1_trimmed_paired_mouseDNAremoved.fastq.gz,HMDP296_R2_trimmed_paired_mouseDNAremoved.fastq.gz
HMDP297,Mouse297,HMDP297_R1_trimmed_paired_mouseDNAremoved.fastq.gz,HMDP297_R2_trimmed_paired_mouseDNAremoved.fastq.gz
HMDP298,Mouse298,HMDP298_R1_trimmed_paired_mouseDNAremoved.fastq.gz,HMDP298_R2_trimmed_paired_mouseDNAremoved.fastq.gz
AA-0151,Mouse299,AA-0151_R1_trimmed_paired_mouseDNAremoved.fastq.gz,AA-0151_R2_trimmed_paired_mouseDNAremoved.fastq.gz
AA-0217,Mouse300,AA-0217_R1_trimmed_paired_mouseDNAremoved.fastq.gz,AA-0217_R2_trimmed_paired_mouseDNAremoved.fastq.gz
AA-0218,Mouse301,AA-0218_R1_trimmed_paired_mouseDNAremoved.fastq.gz,AA-0218_R2_trimmed_paired_mouseDNAremoved.fastq.gz
AA-0219,Mouse302,AA-0219_R1_trimmed_paired_mouseDNAremoved.fastq.gz,AA-0219_R2_trimmed_paired_mouseDNAremoved.fastq.gz
AA-0292,Mouse303,AA-0292_R1_trimmed_paired_mouseDNAremoved.fastq.gz,AA-0292_R2_trimmed_paired_mouseDNAremoved.fastq.gz
AA-0296,Mouse304,AA-0296_R1_trimmed_paired_mouseDNAremoved.fastq.gz,AA-0296_R2_trimmed_paired_mouseDNAremoved.fastq.gz
AA-0348,Mouse305,AA-0348_R1_trimmed_paired_mouseDNAremoved.fastq.gz,AA-0348_R2_trimmed_paired_mouseDNAremoved.fastq.gz
AA-0361,Mouse306,AA-0361_R1_trimmed_paired_mouseDNAremoved.fastq.gz,AA-0361_R2_trimmed_paired_mouseDNAremoved.fastq.gz
AA-0367,Mouse307,AA-0367_R1_trimmed_paired_mouseDNAremoved.fastq.gz,AA-0367_R2_trimmed_paired_mouseDNAremoved.fastq.gz
AA-0381,Mouse308,AA-0381_R1_trimmed_paired_mouseDNAremoved.fastq.gz,AA-0381_R2_trimmed_paired_mouseDNAremoved.fastq.gz
AA-0415,Mouse309,AA-0415_R1_trimmed_paired_mouseDNAremoved.fastq.gz,AA-0415_R2_trimmed_paired_mouseDNAremoved.fastq.gz
AA-0435,Mouse310,AA-0435_R1_trimmed_paired_mouseDNAremoved.fastq.gz,AA-0435_R2_trimmed_paired_mouseDNAremoved.fastq.gz
AA-0512,Mouse311,AA-0512_R1_trimmed_paired_mouseDNAremoved.fastq.gz,AA-0512_R2_trimmed_paired_mouseDNAremoved.fastq.gz
AA-0538,Mouse312,AA-0538_R1_trimmed_paired_mouseDNAremoved.fastq.gz,AA-0538_R2_trimmed_paired_mouseDNAremoved.fastq.gz
AA-0583,Mouse313,AA-0583_R1_trimmed_paired_mouseDNAremoved.fastq.gz,AA-0583_R2_trimmed_paired_mouseDNAremoved.fastq.gz
AA-0610,Mouse314,AA-0610_R1_trimmed_paired_mouseDNAremoved.fastq.gz,AA-0610_R2_trimmed_paired_mouseDNAremoved.fastq.gz
AA-0615,Mouse315,AA-0615_R1_trimmed_paired_mouseDNAremoved.fastq.gz,AA-0615_R2_trimmed_paired_mouseDNAremoved.fastq.gz
AA-0634,Mouse316,AA-0634_R1_trimmed_paired_mouseDNAremoved.fastq.gz,AA-0634_R2_trimmed_paired_mouseDNAremoved.fastq.gz
AA-0640,Mouse317,AA-0640_R1_trimmed_paired_mouseDNAremoved.fastq.gz,AA-0640_R2_trimmed_paired_mouseDNAremoved.fastq.gz
AA-0680,Mouse318,AA-0680_R1_trimmed_paired_mouseDNAremoved.fastq.gz,AA-0680_R2_trimmed_paired_mouseDNAremoved.fastq.gz
AA-0681,Mouse319,AA-0681_R1_trimmed_paired_mouseDNAremoved.fastq.gz,AA-0681_R2_trimmed_paired_mouseDNAremoved.fastq.gz
AA-0690,Mouse320,AA-0690_R1_trimmed_paired_mouseDNAremoved.fastq.gz,AA-0690_R2_trimmed_paired_mouseDNAremoved.fastq.gz
AA-0724,Mouse321,AA-0724_R1_trimmed_paired_mouseDNAremoved.fastq.gz,AA-0724_R2_trimmed_paired_mouseDNAremoved.fastq.gz
AA-0744,Mouse322,AA-0744_R1_trimmed_paired_mouseDNAremoved.fastq.gz,AA-0744_R2_trimmed_paired_mouseDNAremoved.fastq.gz
AA-0753,Mouse323,AA-0753_R1_trimmed_paired_mouseDNAremoved.fastq.gz,AA-0753_R2_trimmed_paired_mouseDNAremoved.fastq.gz
AA-0755,Mouse324,AA-0755_R1_trimmed_paired_mouseDNAremoved.fastq.gz,AA-0755_R2_trimmed_paired_mouseDNAremoved.fastq.gz
AA-0780,Mouse325,AA-0780_R1_trimmed_paired_mouseDNAremoved.fastq.gz,AA-0780_R2_trimmed_paired_mouseDNAremoved.fastq.gz
AA-0822,Mouse326,AA-0822_R1_trimmed_paired_mouseDNAremoved.fastq.gz,AA-0822_R2_trimmed_paired_mouseDNAremoved.fastq.gz
AA-0826,Mouse327,AA-0826_R1_trimmed_paired_mouseDNAremoved.fastq.gz,AA-0826_R2_trimmed_paired_mouseDNAremoved.fastq.gz
AA-0837,Mouse328,AA-0837_R1_trimmed_paired_mouseDNAremoved.fastq.gz,AA-0837_R2_trimmed_paired_mouseDNAremoved.fastq.gz
AA-0838,Mouse329,AA-0838_R1_trimmed_paired_mouseDNAremoved.fastq.gz,AA-0838_R2_trimmed_paired_mouseDNAremoved.fastq.gz
AA-0893,Mouse330,AA-0893_R1_trimmed_paired_mouseDNAremoved.fastq.gz,AA-0893_R2_trimmed_paired_mouseDNAremoved.fastq.gz
AA-0909,Mouse331,AA-0909_R1_trimmed_paired_mouseDNAremoved.fastq.gz,AA-0909_R2_trimmed_paired_mouseDNAremoved.fastq.gz
AA-0915,Mouse332,AA-0915_R1_trimmed_paired_mouseDNAremoved.fastq.gz,AA-0915_R2_trimmed_paired_mouseDNAremoved.fastq.gz
AA-0919,Mouse333,AA-0919_R1_trimmed_paired_mouseDNAremoved.fastq.gz,AA-0919_R2_trimmed_paired_mouseDNAremoved.fastq.gz
AA-0920,Mouse334,AA-0920_R1_trimmed_paired_mouseDNAremoved.fastq.gz,AA-0920_R2_trimmed_paired_mouseDNAremoved.fastq.gz
AA-0952,Mouse335,AA-0952_R1_trimmed_paired_mouseDNAremoved.fastq.gz,AA-0952_R2_trimmed_paired_mouseDNAremoved.fastq.gz
AA-0954,Mouse336,AA-0954_R1_trimmed_paired_mouseDNAremoved.fastq.gz,AA-0954_R2_trimmed_paired_mouseDNAremoved.fastq.gz
AA-0983,Mouse337,AA-0983_R1_trimmed_paired_mouseDNAremoved.fastq.gz,AA-0983_R2_trimmed_paired_mouseDNAremoved.fastq.gz
AA-0989,Mouse338,AA-0989_R1_trimmed_paired_mouseDNAremoved.fastq.gz,AA-0989_R2_trimmed_paired_mouseDNAremoved.fastq.gz
AA-0990,Mouse339,AA-0990_R1_trimmed_paired_mouseDNAremoved.fastq.gz,AA-0990_R2_trimmed_paired_mouseDNAremoved.fastq.gz
AA-1051,Mouse340,AA-1051_R1_trimmed_paired_mouseDNAremoved.fastq.gz,AA-1051_R2_trimmed_paired_mouseDNAremoved.fastq.gz
AA-1052,Mouse341,AA-1052_R1_trimmed_paired_mouseDNAremoved.fastq.gz,AA-1052_R2_trimmed_paired_mouseDNAremoved.fastq.gz
AA-1105,Mouse342,AA-1105_R1_trimmed_paired_mouseDNAremoved.fastq.gz,AA-1105_R2_trimmed_paired_mouseDNAremoved.fastq.gz
AA-1106,Mouse343,AA-1106_R1_trimmed_paired_mouseDNAremoved.fastq.gz,AA-1106_R2_trimmed_paired_mouseDNAremoved.fastq.gz
AA-1297,Mouse344,AA-1297_R1_trimmed_paired_mouseDNAremoved.fastq.gz,AA-1297_R2_trimmed_paired_mouseDNAremoved.fastq.gz
AA-1299,Mouse345,AA-1299_R1_trimmed_paired_mouseDNAremoved.fastq.gz,AA-1299_R2_trimmed_paired_mouseDNAremoved.fastq.gz
AA-1310,Mouse346,AA-1310_R1_trimmed_paired_mouseDNAremoved.fastq.gz,AA-1310_R2_trimmed_paired_mouseDNAremoved.fastq.gz
AA-1325,Mouse347,AA-1325_R1_trimmed_paired_mouseDNAremoved.fastq.gz,AA-1325_R2_trimmed_paired_mouseDNAremoved.fastq.gz
AA-1406,Mouse348,AA-1406_R1_trimmed_paired_mouseDNAremoved.fastq.gz,AA-1406_R2_trimmed_paired_mouseDNAremoved.fastq.gz
AA-1407,Mouse349,AA-1407_R1_trimmed_paired_mouseDNAremoved.fastq.gz,AA-1407_R2_trimmed_paired_mouseDNAremoved.fastq.gz
